image_path,mask_path
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/MCF28.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_mcf_28.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/EMC122.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_emc_122.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/MCF42.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_mcf_42.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD226.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_226.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/EMC033.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_emc_033.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD138.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_138.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/MCF04.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_mcf_04.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU77.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_77.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD258.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_258.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD189.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_189.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD219.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_219.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD150.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_150.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU169.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_169.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU47.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_47.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD171.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_171.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD120.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_120.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD137.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_137.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU27.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_27.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0134.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0134.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU121.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_121.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0020.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0020.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/IU62.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_iu_62.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/IU26.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_iu_26.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD265.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_265.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD107.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_107.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU34.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_34.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU30.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_30.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD292.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_292.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU78.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_78.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0135.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0135.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU57.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_57.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0122.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0122.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/EMC071.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_emc_071.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0101.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0101.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0144.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0144.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0159.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0159.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU153.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_153.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/AHN21.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_ahn_21.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU29.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_29.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0056.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0056.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0143.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0143.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD127.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_127.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD283.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_283.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD139.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_139.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU37.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_37.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0172.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0172.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/MCF06.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_mcf_06.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0119.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0119.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/AHN29.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_ahn_29.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD284.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_284.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/EMC041.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_emc_041.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0164.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0164.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU72.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_72.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/EMC075.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_emc_075.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0018.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0018.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0022.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0022.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0149.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0149.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU147.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_147.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU99.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_99.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU32.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_32.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0140.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0140.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0105.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0105.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/MCA05.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_mca_05.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD124.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_124.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU67.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_67.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD145.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_145.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/EMC091.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_emc_091.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD142.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_142.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/MCF18.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_mcf_18.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD250.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_250.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD225.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_225.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/MCF14.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_mcf_14.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU168.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_168.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU89.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_89.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/EMC018.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_emc_018.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0160.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0160.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0073.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0073.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU114.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_114.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/MCF20.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_mcf_20.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0157.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0157.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/MCA138.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_mca_138.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0081.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0081.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0077.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0077.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/IU40.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_iu_40.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0053.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0053.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/AHN79.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_ahn_79.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/IU18.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_iu_18.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/AHN11.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_ahn_11.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0173.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0173.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0116.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0116.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/IU42.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_iu_42.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU13.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_13.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU69.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_69.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0032.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0032.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU16.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_16.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU160.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_160.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0129.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0129.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/IU78.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_iu_78.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0033.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0033.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU41.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_41.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0098.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0098.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD313.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_313.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/MCF16.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_mcf_16.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/IU34.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_iu_34.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0091.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0091.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0100.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0100.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD146.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_146.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/MCA63.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_mca_63.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/EMC073.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_emc_073.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU149.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_149.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/AHN09.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_ahn_09.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD306.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_306.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD119.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_119.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD135.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_135.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD183.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_183.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/MCA26.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_mca_26.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/IU63.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_iu_63.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD213.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_213.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU104.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_104.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU156.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_156.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU135.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_135.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/IU3.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_iu_3.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU39.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_39.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU144.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_144.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0074.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0074.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU108.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_108.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NU118.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nu_118.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/CAD149.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_cad_149.nii.gz
/home/huy/quan_nguyen/aima/pancrea_cyst/data/images/NYU0040.nii.gz,/home/huy/quan_nguyen/aima/pancrea_cyst/data/masks/cyst_nyu_0040.nii.gz
